c383_g1_i1	471	0	0
c391_g1_i1	273	2	0
c391_g1_i2	248	0	0
c403_g1_i1	698	14	0
c405_g1_i1	213	2	0
c406_g1_i1	343	7	0
c416_g1_i1	220	6	0
c418_g1_i1	221	27	0
c419_g1_i1	371	2	0
c420_g1_i1	231	0	0
c440_g1_i1	228	0	0
c440_g2_i1	230	0	0
c455_g1_i1	358	2	0
c456_g1_i1	795	10	0
c457_g1_i1	396	5	0
c461_g1_i1	539	13	0
c465_g1_i1	780	30	0
c478_g1_i1	309	0	0
c479_g1_i1	296	16	0
c480_g1_i1	951	21	0
c489_g1_i1	221	0	0
c492_g1_i1	254	0	0
c502_g1_i1	433	2	0
c504_g1_i1	428	2	0
c508_g1_i1	434	2	0
c508_g1_i2	577	2	0
c511_g1_i1	227	5	0
c521_g1_i1	473	18	0
c528_g1_i1	254	0	0
c531_g1_i1	1461	239	0
c532_g1_i1	314	3	0
c534_g1_i1	236	7	0
c540_g1_i1	232	0	0
c541_g1_i1	314	5	0
c543_g1_i1	845	67	0
c545_g1_i1	203	0	0
c546_g1_i1	232	8	0
c552_g1_i1	311	0	0
c553_g1_i1	389	4	0
c553_g1_i2	271	0	0
c554_g1_i1	372	9	0
c569_g1_i1	499	0	0
c569_g1_i2	508	0	0
c571_g1_i1	229	12	0
c572_g1_i1	294	8	0
c582_g1_i1	299	4	0
c589_g1_i1	211	1	0
c590_g1_i1	310	2	0
c591_g1_i1	397	6	0
c594_g1_i1	346	10	0
c595_g1_i1	210	3	0
c595_g1_i2	323	22	0
c596_g1_i1	389	4	0
c600_g1_i1	989	2	0
c611_g1_i1	789	11	0
c618_g1_i1	217	0	0
c620_g1_i1	597	10	0
c623_g1_i1	228	0	0
c623_g1_i2	273	0	0
c626_g1_i1	529	2	0
c626_g2_i1	497	2	0
c628_g1_i1	876	3	0
c629_g1_i1	211	27	0
c633_g1_i1	241	4	0
c636_g1_i1	398	6	0
c638_g1_i1	299	6	0
c642_g1_i1	270	0	0
c642_g1_i2	212	3	0
c645_g1_i1	279	1	0
c648_g1_i1	234	0	0
c651_g1_i1	236	0	0
c653_g1_i1	504	0	0
c654_g1_i1	265	4	0
c661_g1_i1	267	2	0
c661_g2_i1	710	2	0
c670_g1_i1	276	0	0
c673_g1_i1	236	0	0
c673_g2_i1	883	5	0
c675_g1_i1	206	0	0
c680_g1_i1	325	0	0
c681_g1_i1	688	0	0
c682_g1_i1	284	0	0
c685_g1_i1	426	6	0
c687_g1_i1	247	0	0
c687_g1_i2	313	3	0
c691_g1_i1	420	15	0
c698_g1_i1	589	7	0
c699_g1_i1	275	2	0
c699_g2_i1	358	1	0
c700_g1_i1	218	0	0
c703_g1_i1	395	2	0
c706_g1_i1	343	2	0
c707_g1_i1	510	10	0
c708_g1_i1	718	5	0
c708_g1_i2	574	2	0
c709_g1_i1	252	4	0
c710_g1_i1	336	0	0
c710_g1_i2	565	3	0
c718_g1_i1	221	2	0
c718_g2_i1	351	2	0
c719_g1_i1	341	11	0
c720_g1_i1	223	0	0
c723_g1_i1	378	39	0
c724_g1_i1	608	10	0
c729_g1_i1	243	8	0
c730_g1_i1	474	1	0
c731_g1_i1	451	10	0
c739_g1_i1	288	3	0
c770_g1_i1	536	46	0
c770_g2_i1	269	2	0
c776_g1_i1	1015	54	0
c780_g1_i1	563	15	0
c781_g1_i1	277	2	0
c782_g1_i1	696	16	0
c787_g1_i1	201	32	0
c791_g1_i1	237	0	0
c793_g1_i1	396	219	0
c795_g1_i1	354	2	0
c806_g1_i1	243	29	0
c810_g1_i1	201	26	0
c820_g1_i1	447	0	0
c831_g1_i1	461	19	0
c837_g1_i1	252	1	0
c840_g1_i1	667	2	0
c845_g1_i1	205	0	0
c845_g1_i2	372	2	0
c850_g1_i1	264	0	0
c850_g1_i2	484	0	0
c853_g1_i1	367	2	0
c857_g1_i1	238	2	0
c859_g1_i1	382	0	0
c859_g1_i2	270	2	0
c861_g1_i1	284	2	0
c861_g2_i1	325	2	0
c865_g1_i1	465	10	0
c873_g1_i1	249	5	0
c876_g1_i1	312	17	0
c892_g1_i1	250	0	0
c903_g1_i1	300	2	0
c908_g1_i1	274	2	0
c910_g1_i1	231	2	0
c923_g1_i1	530	15	0
c932_g1_i1	604	2	0
c932_g2_i1	515	0	0
c935_g1_i1	278	2	0
c939_g1_i1	344	29	0
c953_g1_i1	258	2	0
c954_g1_i1	388	13	0
c955_g1_i1	456	5	0
c956_g1_i1	204	0	0
c957_g1_i1	384	0	0
c960_g1_i1	218	0	0
c961_g1_i1	207	5	0
c965_g1_i1	203	7	0
c968_g1_i1	218	0	0
c968_g1_i2	320	2	0
c974_g1_i1	259	0	0
c974_g2_i1	295	0	0
c976_g1_i1	257	6	0
c977_g1_i1	285	0	0
c980_g1_i1	593	13	0
c984_g1_i1	347	0	0
c988_g1_i1	281	2	0
c990_g1_i1	279	10	0
c994_g1_i1	252	3	0
c995_g1_i1	226	9	0
c998_g1_i1	244	1	0
c1019_g1_i1	244	4	0
c1029_g1_i1	258	2	0
c1034_g1_i1	251	0	0
c1055_g1_i1	374	1	0
c1057_g1_i1	341	0	0
c1057_g1_i2	518	4	0
c1058_g1_i1	555	3	0
c1065_g1_i1	250	2	0
c1080_g1_i1	633	4	0
c1080_g2_i1	764	12	0
c1082_g1_i1	353	8	0
c1085_g1_i1	263	1	0
c1087_g1_i1	613	3	0
c1094_g1_i1	556	9	0
c1095_g1_i1	230	2	0
c1097_g1_i1	257	46	0
c1097_g1_i2	643	2	0
c1103_g1_i1	570	0	0
c1106_g1_i1	212	0	0
c1108_g1_i1	339	0	0
c1120_g1_i1	235	0	0
c1122_g1_i1	478	1	0
c1122_g1_i2	266	0	0
c1127_g1_i1	330	1	0
c1129_g1_i1	311	0	0
c1136_g1_i1	360	13	0
c1146_g1_i1	227	11	0
c1148_g1_i1	207	17	0
c1150_g1_i1	383	47	0
c1153_g1_i1	267	4	0
c1157_g1_i1	429	0	0
c1166_g1_i1	344	5	0
c1166_g2_i1	412	1	0
c1170_g1_i1	616	2	0
c1174_g1_i1	235	7	0
c1174_g1_i2	504	45	0
c1193_g1_i1	202	0	0
c1194_g1_i1	201	1	0
c1203_g1_i1	285	0	0
c1204_g1_i1	272	0	0
c1204_g2_i1	208	0	0
c1210_g1_i1	245	0	0
c1210_g1_i2	244	4	0
c1211_g1_i1	387	4	0
c1214_g1_i1	278	0	0
c1215_g1_i1	296	8	0
c1220_g1_i1	338	4	0
c1248_g1_i1	504	5	0
c1254_g1_i1	212	18	0
c1257_g1_i1	314	131	0
c1257_g1_i2	562	1169	0
c1262_g1_i1	409	17	0
c1264_g1_i1	311	4	0
c1264_g2_i1	251	1	0
c1273_g1_i1	637	7	0
c1278_g1_i1	398	7	0
c1291_g1_i1	594	0	0
c1297_g1_i1	268	2	0
c1299_g1_i1	298	6	0
c1299_g2_i1	351	9	0
c1305_g1_i1	667	12	0
c1306_g1_i1	278	1	0
c1313_g1_i1	252	9	0
c1321_g1_i1	233	3	0
c1337_g1_i1	602	2	0
c1339_g1_i1	519	37	0
c1341_g1_i1	386	8	0
c1353_g1_i1	310	7	0
c1356_g1_i1	322	9	0
c1370_g1_i1	253	1	0
c1371_g1_i1	249	0	0
c1371_g2_i1	201	0	0
c1377_g1_i1	231	6	0
c1379_g1_i1	520	27	0
c1387_g1_i1	287	15	0
c1389_g1_i1	268	6	0
c1391_g1_i1	282	11	0
c1394_g1_i1	237	6	0
c1397_g1_i1	362	6	0
c1402_g1_i1	256	8	0
c1403_g1_i1	217	3	0
c1408_g1_i1	556	18	0
c1411_g1_i1	268	4	0
c1415_g1_i1	267	0	0
c1415_g1_i2	306	2	0
c1416_g1_i1	221	31	0
c1427_g1_i1	240	2	0
c1427_g2_i1	1136	5	0
c1431_g1_i1	443	0	0
c1432_g1_i1	285	2	0
c1439_g1_i1	298	9	0
c1439_g1_i2	294	5	0
c1441_g1_i1	255	4	0
c1442_g1_i1	733	8	0
c1447_g1_i1	210	4	0
c1454_g1_i1	314	0	0
c1454_g1_i2	296	0	0
c1460_g1_i1	646	7	0
c1471_g1_i1	249	2	0
c1471_g2_i1	515	11	0
c1479_g1_i1	262	0	0
c1481_g1_i1	387	0	0
c1490_g1_i1	495	0	0
c1490_g1_i2	732	2	0
c1494_g1_i1	329	6	0
c1494_g2_i1	240	0	0
c1503_g1_i1	322	1	0
c1504_g1_i1	252	9	0
c1504_g2_i1	435	6	0
c1528_g1_i1	341	6	0
c1534_g1_i1	210	0	0
c1537_g1_i1	433	2	0
c1538_g1_i1	464	0	0
c1542_g1_i1	808	0	0
c1542_g1_i2	1502	8	0
c1546_g1_i1	372	5	0
c1546_g1_i2	246	7	0
c1550_g1_i1	232	1	0
c1566_g1_i1	229	1	0
c1566_g1_i2	235	2	0
c1569_g1_i1	502	13	0
c1572_g1_i1	206	0	0
c1576_g1_i1	246	3	0
c1577_g1_i1	290	65	0
c1584_g1_i1	496	0	0
c1584_g1_i2	505	0	0
c1588_g1_i1	485	3	0
c1592_g1_i1	204	8	0
c1592_g1_i2	269	0	0
c1596_g1_i1	477	12	0
c1600_g1_i1	637	1	0
c1601_g1_i1	307	4	0
c1614_g1_i1	251	0	0
c1617_g1_i1	247	1	0
c1626_g1_i1	400	0	0
c1628_g1_i1	222	8	0
c1638_g1_i1	284	2	0
c1644_g1_i1	386	0	0
c1666_g1_i1	209	1	0
c1666_g1_i2	377	0	0
c1668_g1_i1	215	3	0
c1672_g1_i1	258	0	0
c1686_g1_i1	207	0	0
c1691_g1_i1	214	0	0
c1692_g1_i1	330	0	0
c1693_g1_i1	1031	11	0
c1695_g1_i1	285	1	0
c1710_g1_i1	318	0	0
c1710_g1_i2	327	6	0
c1741_g1_i1	210	5	0
c1745_g1_i1	219	4	0
c1755_g1_i1	246	3	0
c1761_g1_i1	504	1	0
c1766_g1_i1	253	2	0
c1786_g1_i1	319	0	0
c1792_g1_i1	351	4	0
c1800_g1_i1	368	2	0
c1811_g1_i1	259	28	0
c1812_g1_i1	208	0	0
c1814_g1_i1	217	2	0
c1822_g1_i1	227	18	0
c1828_g1_i1	375	9	0
c1831_g1_i1	275	5	0
c1836_g1_i1	537	6	0
c1840_g1_i1	235	0	0
c1846_g1_i1	724	8	0
c1846_g1_i2	356	0	0
c1848_g1_i1	280	0	0
c1853_g1_i1	569	8	0
c1853_g1_i2	303	0	0
c1856_g1_i1	216	3	0
c1856_g2_i1	242	5	0
c1862_g1_i1	580	1	0
c1862_g1_i2	419	0	0
c1865_g1_i1	278	18	0
c1865_g2_i1	266	18	0
c1867_g1_i1	546	21	0
c1868_g1_i1	279	2	0
c1868_g2_i1	539	7	0
c1870_g1_i1	255	2	0
c1872_g1_i1	679	15	0
c1873_g1_i1	271	0	0
c1876_g1_i1	337	5	0
c1881_g1_i1	257	0	0
c1885_g1_i1	1196	18	0
c1885_g2_i1	349	11	0
c1887_g1_i1	338	1	0
c1887_g2_i1	620	6	0
c1892_g1_i1	394	3	0
c1892_g2_i1	206	0	0
c1897_g1_i1	237	1	0
c1901_g1_i1	669	18	0
c1903_g1_i1	228	0	0
c1905_g1_i1	1122	3	0
c1907_g1_i1	337	12	0
c1913_g1_i1	720	2	0
c1913_g1_i2	490	24	0
c1914_g1_i1	320	0	0
c1915_g1_i1	350	11	0
c1924_g1_i1	387	0	0
c1924_g1_i2	447	0	0
c1934_g1_i1	575	6	0
c1936_g1_i1	647	3	0
c1936_g2_i1	317	0	0
c1948_g1_i1	411	1	0
c1949_g1_i1	214	2	0
c1949_g2_i1	207	1	0
c1959_g1_i1	393	20	0
c1963_g1_i1	298	0	0
c1965_g1_i1	226	3	0
c1968_g1_i1	361	7	0
c1976_g1_i1	614	4	0
c1976_g1_i2	670	0	0
c1979_g1_i1	336	11	0
c1981_g1_i1	240	13	0
c1982_g1_i1	291	1	0
c1982_g2_i1	240	0	0
c1983_g1_i1	210	8	0
c1990_g1_i1	351	2	0
c1990_g1_i2	215	0	0
c1991_g1_i1	330	7	0
c1996_g1_i1	343	1	0
c1997_g1_i1	427	16	0
c2004_g1_i1	420	4	0
c2006_g1_i1	251	3	0
c2007_g1_i1	202	9	0
c2010_g1_i1	467	6	0
c2012_g1_i1	831	4	0
c2015_g1_i1	584	4	0
c2016_g1_i1	547	10	0
c2017_g1_i1	416	4	0
c2019_g1_i1	466	2	0
c2019_g1_i2	265	2	0
c2021_g1_i1	295	61	0
c2021_g1_i2	417	0	0
c2030_g1_i1	285	2	0
c2031_g1_i1	510	0	0
c2031_g2_i1	432	2	0
c2032_g1_i1	597	0	0
c2033_g1_i1	285	3	0
c2035_g1_i1	628	2	0
c2039_g1_i1	371	1	0
c2039_g1_i2	274	0	0
c2042_g1_i1	597	8	0
c2048_g1_i1	532	0	0
c2049_g1_i1	301	1	0
c2053_g1_i1	205	1	0
c2054_g1_i1	1096	37	0
c2055_g1_i1	257	0	0
c2057_g1_i1	368	5	0
c2058_g1_i1	780	13	0
c2067_g1_i1	374	1	0
c2076_g1_i1	218	0	0
c2080_g1_i1	281	5	0
c2082_g1_i1	432	12	0
c2087_g1_i1	221	0	0
c2091_g1_i1	239	5	0
c2094_g1_i1	361	0	0
c2103_g1_i1	327	6	0
c2104_g1_i1	839	18	0
c2109_g1_i1	213	1	0
c2109_g2_i1	214	0	0
c2114_g1_i1	282	13	0
c2115_g1_i1	273	1	0
c2119_g1_i1	1126	15	0
c2120_g1_i1	582	4	0
c2122_g1_i1	245	3	0
c2123_g1_i1	363	3	0
c2127_g1_i1	559	14	0
c2128_g1_i1	303	0	0
c2129_g1_i1	562	0	0
c2130_g1_i1	265	2	0
c2132_g1_i1	463	3	0
c2132_g1_i2	477	0	0
c2133_g1_i1	362	5	0
c2133_g2_i1	909	12	0
c2139_g1_i1	218	0	0
c2139_g2_i1	349	0	0
c2143_g1_i1	223	110	0
c2145_g1_i1	623	16	0
c2146_g1_i1	223	18	0
c2146_g1_i2	287	0	0
c2147_g1_i1	386	8	0
c2148_g1_i1	279	0	0
c2148_g1_i2	469	1	0
c2153_g1_i1	664	42	0
c2154_g1_i1	1050	14	0
c2156_g1_i1	1340	21	0
c2160_g1_i1	616	7	0
c2164_g1_i1	446	0	0
c2164_g1_i2	1587	20	0
c2174_g1_i1	415	0	0
c2174_g2_i1	311	0	0
c2180_g1_i1	440	9	0
c2181_g1_i1	217	13	0
c2182_g1_i1	237	2	0
c2183_g1_i1	313	3	0
c2185_g1_i1	1362	29	0
c2186_g1_i1	498	5	0
c2186_g2_i1	490	6	0
c2188_g1_i1	405	5	0
c2189_g1_i1	350	5	0
c2190_g1_i1	643	10	0
c2191_g1_i1	335	4	0
c2193_g1_i1	446	66	0
c2194_g1_i1	594	0	0
c2195_g1_i1	871	12	0
c2195_g1_i2	316	0	0
c2200_g1_i1	228	21	0
c2202_g1_i1	202	2	0
c2203_g1_i1	897	7	0
c2203_g1_i2	869	61	0
c2204_g1_i1	268	7	0
c2204_g2_i1	224	0	0
c2208_g1_i1	851	12	0
c2210_g1_i1	312	7	0
c2211_g1_i1	926	4	0
c2211_g1_i2	1271	6	0
c2212_g1_i1	352	1	0
c2212_g1_i2	505	7	0
c2219_g1_i1	1387	6	0
c2219_g1_i2	906	1	0
c2220_g1_i1	352	5	0
c2222_g1_i1	607	11	0
c2223_g1_i1	918	0	0
c2223_g1_i2	1022	15	0
c2226_g1_i1	388	1	0
c2234_g1_i1	737	24	0
c2237_g1_i1	297	18	0
c2238_g1_i1	205	0	0
c2241_g1_i1	254	7	0
c2242_g1_i1	1223	15	0
c2252_g1_i1	337	20	0
c2253_g1_i1	206	4	0
c2255_g1_i1	345	0	0
c2255_g2_i1	679	2	0
c2256_g1_i1	978	8	0
c2258_g1_i1	409	8	0
c2265_g1_i1	351	4	0
c2266_g1_i1	590	11	0
c2270_g1_i1	357	115	0
c2272_g1_i1	2253	11	0
c2273_g1_i1	688	4	0
c2273_g2_i1	223	0	0
c2274_g1_i1	216	1	0
c2282_g1_i1	924	19	0
c2282_g2_i1	868	22	0
c2284_g1_i1	311	3	0
c2285_g1_i1	203	3	0
c2286_g1_i1	203	8	0
c2288_g1_i1	204	0	0
c2288_g2_i1	259	0	0
c2290_g1_i1	341	0	0
c2291_g1_i1	969	21	0
c2292_g1_i1	403	8	0
c2294_g1_i1	223	0	0
c2295_g1_i1	538	1	0
c2299_g1_i1	1400	30	0
c2299_g1_i2	490	0	0
c2302_g1_i1	1102	29	0
c2305_g1_i1	678	7	0
c2307_g1_i1	210	0	0
c2307_g1_i2	509	2	0
c2309_g1_i1	227	0	0
c2309_g2_i1	249	1	0
c2311_g1_i1	232	6	0
c2317_g1_i1	848	0	0
c2320_g1_i1	324	2	0
c2320_g1_i2	326	2	0
c2322_g1_i1	606	7	0
c2326_g1_i1	347	0	0
c2327_g1_i1	358	0	0
c2328_g1_i1	355	0	0
c2329_g1_i1	560	4	0
c2331_g1_i1	212	2	0
c2337_g1_i1	591	1	0
c2337_g1_i2	719	0	0
c2338_g1_i1	297	0	0
c2338_g1_i2	561	10	0
c2341_g1_i1	218	5	0
c2344_g1_i1	670	1	0
c2350_g1_i1	244	22	0
c2351_g1_i1	617	13	0
c2353_g1_i1	383	12	0
c2357_g1_i1	655	43	0
c2360_g1_i1	378	6	0
c2361_g1_i1	536	12	0
c2362_g1_i1	239	0	0
c2363_g1_i1	517	2	0
c2365_g1_i1	499	6	0
c2366_g1_i1	331	0	0
c2366_g2_i1	238	0	0
c2372_g1_i1	422	1	0
c2375_g1_i1	263	3	0
c2375_g2_i1	226	3	0
c2380_g1_i1	747	13	0
c2387_g1_i1	545	6	0
c2389_g1_i1	255	37	0
c2391_g1_i1	228	4	0
c2393_g1_i1	329	8	0
c2396_g1_i1	389	11	0
c2397_g1_i1	266	2	0
c2398_g1_i1	350	4	0
c2402_g1_i1	592	1	0
c2402_g1_i2	745	0	0
c2403_g1_i1	499	5	0
c2411_g1_i1	202	0	0
c2413_g1_i1	201	8	0
c2415_g1_i1	352	7	0
c2417_g1_i1	667	40	0
c2420_g1_i1	323	4	0
c2425_g1_i1	809	6	0
c2428_g1_i1	542	10	0
c2437_g1_i1	341	6	0
c2443_g1_i1	287	0	0
c2444_g1_i1	673	17	0
c2450_g1_i1	269	35	0
c2452_g1_i1	208	14	0
c2454_g1_i1	216	1	0
c2454_g1_i2	323	2	0
c2458_g1_i1	230	0	0
c2464_g1_i1	416	1	0
c2473_g1_i1	842	16	0
c2474_g1_i1	449	0	0
c2476_g1_i1	361	5	0
c2476_g1_i2	421	18	0
c2478_g1_i1	292	2	0
c2486_g1_i1	501	4	0
c2487_g1_i1	437	18	0
c2490_g1_i1	207	6	0
c2498_g1_i1	726	2	0
c2505_g1_i1	426	1	0
c2505_g1_i2	212	1	0
c2507_g1_i1	450	5	0
c2508_g1_i1	387	2	0
c2509_g1_i1	537	4	0
c2519_g1_i1	231	0	0
c2520_g1_i1	255	0	0
c2526_g1_i1	445	5	0
c2526_g2_i1	441	1	0
c2528_g1_i1	291	2	0
c2540_g1_i1	1161	12	0
c2541_g1_i1	381	3	0
c2550_g1_i1	203	2	0
c2551_g1_i1	496	3	0
c2556_g1_i1	271	0	0
c2556_g2_i1	231	2	0
c2559_g1_i1	205	0	0
c2561_g1_i1	240	0	0
c2569_g1_i1	323	1	0
c2574_g1_i1	275	1	0
c2575_g1_i1	267	20	0
c2579_g1_i1	214	10	0
c2582_g1_i1	209	0	0
c2582_g1_i2	332	0	0
c2591_g1_i1	537	2	0
c2599_g1_i1	509	0	0
c2604_g1_i1	225	15	0
c2608_g1_i1	264	0	0
c2608_g1_i2	421	6	0
c2618_g1_i1	350	8	0
c2620_g1_i1	373	7	0
c2621_g1_i1	385	4	0
c2625_g1_i1	456	8	0
c2627_g1_i1	416	7	0
c2630_g1_i1	381	0	0
c2640_g1_i1	279	0	0
c2640_g1_i2	280	0	0
c2642_g1_i1	217	2	0
c2657_g1_i1	1292	11	0
c2664_g1_i1	383	107	0
c2670_g1_i1	480	0	0
c2670_g2_i1	726	4	0
c2671_g1_i1	1239	12	0
c2676_g1_i1	269	1	0
c2678_g1_i1	259	1	0
c2678_g2_i1	503	5	0
c2680_g1_i1	287	6	0
c2681_g1_i1	345	4	0
c2685_g1_i1	323	0	0
c2686_g1_i1	271	4	0
c2691_g1_i1	595	6	0
c2692_g1_i1	325	1	0
c2696_g1_i1	406	3	0
c2696_g1_i2	737	4	0
c2702_g1_i1	239	0	0
c2702_g2_i1	246	4	0
c2703_g1_i1	240	6	0
c2711_g1_i1	320	0	0
c2711_g1_i2	315	0	0
c2713_g1_i1	696	4	0
c2714_g1_i1	813	4	0
c2714_g2_i1	581	0	0
c2718_g1_i1	312	16	0
c2719_g1_i1	295	0	0
c2719_g1_i2	318	0	0
c2725_g1_i1	311	0	0
c2725_g1_i2	320	0	0
c2733_g1_i1	458	10	0
c2736_g1_i1	208	2	0
c2743_g1_i1	661	4	0
c2744_g1_i1	315	0	0
c2744_g2_i1	425	2	0
c2745_g1_i1	845	10	0
c2748_g1_i1	218	2	0
c2749_g1_i1	285	0	0
c2750_g1_i1	608	19	0
c2752_g1_i1	245	0	0
c2752_g1_i2	245	1	0
c2754_g1_i1	298	4	0
c2755_g1_i1	262	1	0
c2756_g1_i1	485	12	0
c2757_g1_i1	276	0	0
c2757_g1_i2	205	0	0
c2759_g1_i1	685	6	0
c2767_g1_i1	445	1	0
c2772_g1_i1	302	0	0
c2779_g1_i1	404	2	0
c2780_g1_i1	565	13	0
c2781_g1_i1	205	2	0
c2785_g1_i1	691	12	0
c2785_g1_i2	317	0	0
c2788_g1_i1	293	0	0
c2788_g2_i1	322	0	0
c2789_g1_i1	252	40	0
c2791_g1_i1	206	5	0
c2792_g1_i1	231	0	0
c2794_g1_i1	264	1	0
c2794_g2_i1	229	0	0
c2795_g1_i1	206	38	0
c2799_g1_i1	358	11	0
c2804_g1_i1	548	8	0
c2804_g1_i2	213	0	0
c2810_g1_i1	778	6	0
c2814_g1_i1	388	5	0
c2814_g2_i1	260	9	0
c2816_g1_i1	317	2	0
c2817_g1_i1	246	1	0
c2818_g1_i1	711	160	0
c2826_g1_i1	541	11	0
c2828_g1_i1	269	3	0
c2833_g1_i1	1089	20	0
c2836_g1_i1	408	4	0
c2840_g1_i1	726	15	0
c2841_g1_i1	395	0	0
c2843_g1_i1	296	4	0
c2847_g1_i1	567	0	0
c2847_g1_i2	463	0	0
c2848_g1_i1	294	2	0
c2851_g1_i1	317	8	0
c2852_g1_i1	325	2	0
c2858_g1_i1	481	1	0
c2865_g1_i1	238	0	0
c2867_g1_i1	702	0	0
c2867_g1_i2	432	2	0
c2869_g1_i1	264	4	0
c2875_g1_i1	280	1	0
c2876_g1_i1	605	0	0
c2877_g1_i1	272	4	0
c2878_g1_i1	366	4	0
c2878_g1_i2	675	23	0
c2881_g1_i1	253	1	0
c2882_g1_i1	204	0	0
c2890_g1_i1	230	0	0
c2892_g1_i1	228	1	0
c2892_g2_i1	507	3	0
c2893_g1_i1	254	5	0
c2894_g1_i1	636	3	0
c2895_g1_i1	450	2	0
c2897_g1_i1	390	1	0
c2900_g1_i1	338	1	0
c2903_g1_i1	852	6	0
c2909_g1_i1	346	1	0
c2909_g1_i2	258	0	0
c2911_g1_i1	349	12	0
c2914_g1_i1	206	0	0
c2914_g2_i1	289	0	0
c2917_g1_i1	344	18	0
c2921_g1_i1	607	0	0
c2921_g1_i2	835	5	0
c2922_g1_i1	256	0	0
c2927_g1_i1	1270	34	0
c2929_g1_i1	250	0	0
c2933_g1_i1	299	1	0
c2938_g1_i1	939	10	0
c2940_g1_i1	229	8	0
c2942_g1_i1	598	14	0
c2947_g1_i1	566	8	0
c2947_g2_i1	609	16	0
c2952_g1_i1	293	0	0
c2957_g1_i1	860	10	0
